"","IDBASE","TIPOC","tratamiento","trat_nivel","vali_febrero","vali","vali_total","vali_semana","vali_fin","recargas","recar_total","recar_semana","recar_fin","recar_fin","valor_recargas_total","valor_recarga_promedio","sald_promedio_antes","sald_promedio_despues","num_gastos","viajes_sitp","viajes_carro","semana_tratado","GENERO","diff","diff2","P22C","P22M","P3","automovil","moto","no_tiene_medio_trans","bici_pati","trabaja","estudia","casado","strata"
"807",9786,"Control",0,0,7.25,31,31,26,5,5,5,5,0,0,36000,7200,600,7800,2,2,0,1000,0,95,135,7,5,4,0,0,1,0,1,0,0,2
"808",9802,"Control",0,0,11.5,3,3,3,0,1,1,1,0,0,10000,10000,0,10000,NA,NA,NA,1000,1,60,90,7,10,4,0,1,0,0,0,0,0,1
"809",9843,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1000,0,65,NA,NA,NA,4,1,0,0,0,1,0,1,2
"810",9849,"Control",0,0,7.5,1,1,1,0,1,1,1,0,0,5000,5000,400,5400,1,0,0,1000,1,50,NA,1,2,3,0,0,1,0,1,0,1,2
"811",9850,"Control",0,0,10.75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1000,1,70,NA,4,15,4,1,0,0,0,1,0,0,3
"812",9857,"Control",0,0,9.5,6,6,6,0,2,2,2,0,0,10000,5000,1200,6200,1,2,0,1000,1,15,NA,4,5,3,0,0,1,0,1,0,0,2
"813",9867,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1000,0,100,NA,3,5,3,0,0,1,0,1,0,1,1
"814",9912,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1000,1,60,NA,4,20,5,0,0,1,0,1,0,0,1
"815",9934,"Control",0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1000,1,50,NA,5,5,4,0,0,1,0,1,0,1,2
"816",9945,"Control",0,0,0,2,2,2,0,1,1,1,0,0,10000,10000,1200,11200,NA,NA,NA,1000,1,30,90,1,2,5,1,0,0,0,1,0,1,3
"817",9973,"Control",0,0,12,12,12,9,3,2,2,1,1,1,40000,20000,1450,21450,NA,NA,NA,1000,1,45,NA,5,20,5,0,0,1,0,1,0,0,2
"818",9988,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1000,1,110,NA,4,5,3,0,0,0,1,1,0,0,2
"819",9997,"Control",0,0,8.25,11,11,11,0,2,2,2,0,0,40000,20000,4700,24700,1,0,0,1000,0,150,75,2,5,1,0,0,0,1,1,0,0,2
"820",10002,"Control",0,0,11.75,2,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,1000,1,NA,90,NA,NA,4,0,0,1,0,1,0,0,2
"821",10004,"Control",0,0,8,8,8,8,0,6,6,6,0,0,21000,3500,566.666666666667,4066.66666666667,1,1,0,1000,1,135,NA,3,5,3,1,0,0,0,1,0,0,1
"822",10010,"Control",0,0,14.75,17,17,14,3,2,2,2,0,0,20000,10000,1450,11450,1,2,0,1000,0,105,NA,5,15,4,0,0,1,0,1,0,0,2
"823",10032,"Control",0,0,5.75,12,12,9,3,3,3,3,0,0,36000,12000,1466.66666666667,13466.6666666667,2,0,0,1000,1,90,NA,7,10,6,0,0,1,0,1,0,0,2
"824",10049,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1000,1,100,NA,6,7,4,1,0,0,1,1,0,1,1
"825",10060,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1000,1,90,NA,3,3,2,1,0,0,0,1,0,0,3
"826",10070,"Control",0,0,10.5,18,18,15,3,2,2,2,0,0,40000,20000,6650,26650,1,2,0,1000,1,25,80,NA,NA,2,0,0,1,0,1,0,0,2
"827",10098,"Control",0,0,10.25,8,8,8,0,5,5,5,0,0,18500,3700,700,4400,NA,NA,NA,1000,0,NA,120,NA,NA,4,0,0,0,1,1,0,1,2
"828",10101,"Control",0,0,7.25,12,12,8,4,3,3,2,1,1,34000,11333.3333333333,316.666666666667,11650,1,1,0,1000,1,75,NA,1,5,6,0,0,0,1,1,0,1,2
"829",10119,"Control",0,0,1.25,23,23,23,0,4,4,3,1,1,27000,6750,3525,10275,1,3,0,1000,1,180,NA,2,5,3,0,1,0,0,0,0,0,2
"830",10127,"Control",0,0,8.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1000,1,161,NA,1,2,4,0,0,1,0,0,0,0,1
"831",10131,"Control",0,0,3.5,3,3,1,2,1,1,1,0,0,5000,5000,600,5600,3,1,0,1000,1,30,135,4,5,4,0,1,0,1,1,1,0,2
"832",10196,"Control",0,0,16.75,20,20,20,0,2,2,1,1,1,36000,18000,900,18900,1,1,0,1000,0,120,NA,2,5,6,0,0,1,0,1,0,1,2
"833",10220,"Control",0,0,10.75,13,13,11,2,1,1,1,0,0,30000,30000,0,30000,1,2,0,1000,0,70,NA,7,10,5,0,0,1,0,1,0,0,2
"834",10230,"Control",0,0,8.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1000,1,30,60,NA,NA,3,0,1,0,0,0,0,0,2
"835",10232,"Control",0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1000,0,35,NA,1,1,4,0,0,0,1,1,0,0,1
"836",10235,"Control",0,0,17.75,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1000,1,40,60,1,5,4,0,0,1,0,1,0,0,2
"837",10245,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1000,0,20,90,NA,NA,4,0,0,0,1,1,0,1,2
"838",10281,"Control",0,0,18.25,14,14,12,2,1,1,0,1,1,20000,20000,0,20000,4,1,0,1000,0,90,NA,6,7,4,0,0,0,1,1,0,0,2
"839",10292,"Control",0,0,19.25,23,23,22,1,3,3,2,1,1,22000,7333.33333333333,1333.33333333333,8666.66666666667,NA,NA,NA,1000,1,90,NA,4,6,3,0,0,1,0,1,0,0,2
"840",10315,"Control",0,0,19,7,7,4,3,0,0,0,0,0,0,0,0,0,1,1,0,1000,1,100,NA,4,5,3,1,0,0,0,1,0,0,1
"841",10321,"Control",0,0,19.5,16,16,15,1,2,2,2,0,0,35000,17500,450,17950,NA,NA,NA,1000,1,90,NA,2,5,3,0,0,0,1,1,0,0,1
"842",10323,"Control",0,0,10.5,12,12,12,0,2,2,2,0,0,20000,10000,5400,15400,NA,NA,NA,1000,1,20,75,NA,NA,1,0,0,1,0,1,0,0,2
"843",10329,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1000,1,90,NA,3,5,3,0,0,0,1,1,0,0,2
"844",10330,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1000,1,90,60,1,5,2,0,0,1,0,0,0,0,2
"845",10336,"Control",0,0,6.5,5,5,3,2,2,2,1,1,1,10000,5000,1100,6100,1,1,0,1000,0,60,NA,2,4,3,0,0,1,0,1,0,0,2
"846",10338,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1000,0,100,113,3,5,5,1,0,0,0,0,1,0,1
"847",10366,"Control",0,0,0,13,13,13,0,4,4,4,0,0,29000,7250,1975,9225,2,1,0,1000,1,60,NA,3,15,6,0,0,1,0,1,0,0,2
"848",10369,"Control",0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1000,1,70,NA,6,6,4,0,0,0,1,1,0,0,2
"849",10386,"Control",0,0,1.75,11,11,11,0,2,2,2,0,0,20000,10000,3100,13100,1,0,0,1000,1,30,NA,1,2,2,1,0,0,0,1,0,0,2
"850",10395,"Control",0,0,3.75,10,10,9,1,1,1,1,0,0,12200,12200,1050,13250,2,2,0,1000,0,120,NA,2,2,3,0,0,0,1,1,0,0,2
"851",10483,"Control",0,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1000,1,70,80,7,15,6,0,0,1,0,1,0,0,2
"852",10490,"Control",0,0,12.25,12,12,10,2,1,1,1,0,0,50000,50000,4500,54500,1,0,0,1000,0,90,90,5,10,2,0,0,1,0,0,0,0,2
"853",10505,"Control",0,0,2.25,3,3,3,0,1,1,1,0,0,5000,5000,0,5000,1,2,0,1000,1,NA,90,NA,NA,6,0,0,0,1,1,0,0,2
"854",10513,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1000,0,30,120,2,8,5,0,0,0,1,1,1,0,2
"855",10531,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1000,1,90,NA,4,5,4,0,1,0,0,1,0,1,1
"856",10554,"Control",0,0,1.25,13,13,10,3,2,2,2,0,0,24000,12000,1250,13250,3,1,0,1000,1,140,120,15,10,2,0,0,0,1,1,0,0,2
"857",10555,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1000,1,80,NA,1,2,5,0,0,1,0,1,0,0,2
"858",10569,"Control",0,0,11.5,17,17,11,6,3,3,3,0,0,29000,9666.66666666667,200,9866.66666666667,2,2,0,1000,1,120,NA,4,10,3,0,0,0,1,1,0,0,2
"859",10578,"Control",0,0,9,10,10,10,0,0,0,0,0,0,0,0,0,0,2,2,0,1000,0,50,NA,6,15,2,1,0,0,0,1,0,1,3
"860",10608,"Control",0,0,15.25,2,2,2,0,1,1,1,0,0,6000,6000,1500,7500,1,2,0,1000,1,NA,120,NA,NA,4,0,0,1,0,1,0,0,2
"861",10627,"Control",0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1000,0,120,80,2,5,4,1,0,0,1,1,0,0,2
"862",10630,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1000,0,120,NA,6,10,4,1,0,0,0,1,0,1,2
"863",10665,"Control",0,0,3,11,11,9,2,4,4,4,0,0,24000,6000,2025,8025,1,0,0,1000,0,105,NA,4,10,5,0,0,1,0,0,0,0,2
"864",10669,"Control",0,0,5,15,15,11,4,3,3,2,1,1,27000,9000,1200,10200,2,2,0,1000,1,NA,60,NA,NA,1,0,0,1,0,1,0,0,2
"865",10693,"Control",0,0,7.25,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1000,1,NA,60,NA,NA,2,0,0,1,0,1,0,0,2
"866",10701,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1000,1,105,NA,3,10,2,0,0,1,0,1,0,0,2
"867",10722,"Control",0,0,1.5,6,6,5,1,0,0,0,0,0,0,0,0,0,3,3,0,1000,1,50,120,6,15,2,0,0,1,0,1,0,0,2
"868",10816,"Control",0,0,8.25,6,6,6,0,1,1,1,0,0,9000,9000,0,9000,1,0,0,1000,1,45,NA,3,8,3,0,0,0,1,1,0,0,3
"869",10820,"Control",0,0,10.25,25,25,18,7,3,3,2,1,1,52000,17333.3333333333,366.666666666667,17700,1,3,0,1000,0,90,NA,1,2,5,0,0,1,0,1,0,0,2
"870",10827,"Control",0,0,0,15,15,15,0,3,3,3,0,0,35000,11666.6666666667,1900,13566.6666666667,1,0,0,1000,1,30,NA,NA,NA,2,0,0,0,1,1,0,0,3
"871",10829,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1000,0,150,NA,8,10,5,0,0,1,0,1,0,0,1
"872",10865,"Control",0,0,11,16,16,10,6,2,2,1,1,1,15000,7500,50,7550,NA,NA,NA,1000,1,45,NA,6,10,4,0,0,1,0,1,0,0,2
"873",10927,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1000,0,90,NA,NA,NA,4,0,0,1,0,1,0,1,3
"874",10928,"Control",0,0,22.75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1000,0,100,NA,3,7,6,0,0,0,1,1,0,0,2
"875",10958,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1000,0,NA,150,NA,NA,4,0,0,0,1,1,0,1,2
"876",10968,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1000,1,100,NA,4,5,3,0,0,1,0,1,0,0,1
"877",10972,"Control",0,0,3.5,3,3,3,0,0,0,0,0,0,0,0,0,0,1,2,0,1000,1,105,NA,2,5,5,0,0,1,0,0,0,0,2
"878",10980,"Control",0,0,19.5,9,9,6,3,1,1,1,0,0,20000,20000,0,20000,1,1,0,1000,0,90,NA,6,10,3,0,0,0,1,1,0,0,1
"879",11033,"Control",0,0,1.25,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1000,1,90,45,5,10,3,0,0,1,0,1,0,0,2
"880",11062,"Control",0,0,16.75,17,17,12,5,4,4,3,1,1,40000,10000,8450,18450,1,0,0,1000,0,NA,150,NA,NA,3,0,0,1,0,0,0,1,2
"881",11073,"Control",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1000,0,90,NA,10,5,2,0,1,0,1,1,0,0,1
"882",11074,"Control",0,0,14.25,10,10,10,0,3,3,2,1,1,26600,8866.66666666667,700,9566.66666666667,1,3,0,1000,1,180,180,4,15,2,0,0,1,0,1,0,1,2
"883",11085,"Control",0,0,6.5,3,3,3,0,1,1,1,0,0,4800,4800,0,4800,1,0,0,1000,0,NA,120,NA,NA,5,0,0,1,0,1,0,1,1
"884",11115,"Control",0,0,13.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1000,1,70,NA,3,5,3,0,1,0,0,1,0,0,2
"885",11130,"Control",0,0,0.5,11,11,9,2,2,2,2,0,0,20000,10000,450,10450,2,2,0,1000,1,52,90,1,5,4,0,0,1,0,1,0,0,3
"886",11157,"Control",0,0,12.75,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1000,1,40,NA,7,10,5,0,0,0,1,1,0,0,3
"887",11160,"Control",0,0,8.75,3,3,2,1,0,0,0,0,0,0,0,0,0,1,1,0,1000,1,30,NA,1,3,3,0,0,1,0,1,0,1,2
"888",11168,"Control",0,0,0,11,11,9,2,2,2,2,0,0,30000,15000,3700,18700,1,1,0,1000,1,45,NA,20,10,3,0,0,1,0,1,0,1,2
"889",11229,"Control",0,0,11.25,32,32,28,4,2,2,2,0,0,40000,20000,0,20000,NA,NA,NA,1000,1,60,NA,5,5,4,0,0,1,0,1,0,0,3
"890",11255,"Control",0,0,8.5,10,10,10,0,2,2,2,0,0,10000,5000,8700,13700,1,1,0,1000,1,120,765,4,5,4,0,0,1,0,1,0,0,2
"891",11270,"Control",0,0,14,13,13,9,4,2,2,1,1,1,30000,15000,2200,17200,3,3,0,1000,1,90,NA,3,10,3,0,0,0,1,1,0,0,2
"892",11277,"Control",0,0,2.5,8,8,4,4,2,2,1,1,1,20000,10000,0,10000,1,0,0,1000,1,75,NA,20,45,3,1,0,0,0,1,0,0,3
"893",11280,"Control",0,0,0,19,19,14,5,2,2,1,1,1,30000,15000,0,15000,2,0,0,1000,1,100,NA,11,15,3,0,0,0,1,1,0,0,2
"894",11321,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1000,0,170,NA,2,3,3,0,0,1,0,1,0,0,2
"895",11331,"Control",0,0,20,13,13,11,2,2,2,0,2,2,30000,15000,4050,19050,5,1,0,1000,1,105,NA,NA,NA,4,0,0,0,1,1,0,0,1
"896",11377,"Control",0,0,10,12,12,10,2,4,4,3,1,1,72000,18000,2325,20325,NA,NA,NA,1000,1,120,NA,1,2,2,0,1,0,1,1,0,0,1
"897",11378,"Control",0,0,4.5,10,10,4,6,1,1,0,1,1,5000,5000,1000,6000,2,1,0,1000,1,60,NA,6,15,3,0,0,1,0,1,0,1,2
"898",11387,"Control",0,0,1.75,2,2,2,0,1,1,0,1,1,5000,5000,0,5000,1,2,0,1000,1,120,NA,NA,NA,2,0,0,0,1,1,0,0,3
"899",11399,"Control",0,0,2.25,4,4,4,0,2,2,2,0,0,13000,6500,1250,7750,1,1,0,1000,1,30,NA,NA,NA,3,1,0,0,1,0,0,1,3
"900",11420,"Control",0,0,12,4,4,4,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1000,0,50,NA,2,5,5,0,0,0,1,1,0,1,2
"901",11429,"Control",0,0,3,7,7,7,0,1,1,1,0,0,27000,27000,0,27000,NA,NA,NA,1000,1,NA,90,NA,NA,3,1,0,0,0,1,0,0,2
"902",11449,"Control",0,0,9,8,8,8,0,1,1,1,0,0,20000,20000,8800,28800,NA,NA,NA,1000,1,10,100,NA,NA,4,0,1,0,1,1,0,0,2
"903",11457,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1000,1,150,NA,NA,NA,4,1,0,0,1,0,0,0,2
"904",11478,"Control",0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1000,1,105,90,4,6,2,0,0,1,0,0,0,0,2
"905",11525,"Control",0,0,5.75,2,2,0,2,0,0,0,0,0,0,0,0,0,2,2,0,1000,0,120,NA,10,15,4,1,0,0,1,1,0,1,1
"906",11610,"Control",0,0,11,11,11,11,0,1,1,1,0,0,100000,100000,2750,102750,NA,NA,NA,1000,1,55,NA,5,5,3,0,0,1,0,1,0,0,2
"907",11646,"Control",0,0,20.25,6,6,6,0,1,1,1,0,0,5000,5000,900,5900,2,1,0,1000,1,290,NA,1,5,4,0,0,0,1,1,0,0,2
"908",11651,"Control",0,0,5.5,12,12,12,0,2,2,2,0,0,15000,7500,2750,10250,NA,NA,NA,1000,0,60,80,NA,NA,5,1,0,0,1,1,0,1,3
"909",11662,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1000,0,45,NA,4,7,4,0,0,1,0,1,0,1,2
"910",11663,"Control",0,0,2.25,10,10,9,1,3,3,2,1,1,25000,8333.33333333333,1133.33333333333,9466.66666666667,NA,NA,NA,1000,1,NA,150,NA,NA,2,0,0,1,0,1,0,0,2
"911",11708,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1000,1,105,NA,7,8,3,0,0,1,0,1,0,1,2
"912",11711,"Control",0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1000,1,100,NA,5,10,3,1,1,0,1,1,0,0,2
"913",11757,"Control",0,0,12,14,14,14,0,1,1,1,0,0,20000,20000,0,20000,2,1,0,1000,1,120,NA,5,5,4,0,0,1,0,1,0,0,2
"914",11762,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1000,0,20,75,3,5,3,1,0,0,0,1,0,1,2
"915",11787,"Control",0,0,10.5,14,14,14,0,2,2,2,0,0,30000,15000,6250,21250,1,1,0,1000,1,10,80,NA,NA,3,0,0,0,1,1,0,1,2
"916",11804,"Control",0,0,20.75,13,13,13,0,0,0,0,0,0,0,0,0,0,1,2,0,1000,0,NA,150,NA,NA,6,0,0,0,1,0,0,1,2
"917",11834,"Control",0,0,12.5,4,4,4,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1000,1,130,NA,4,4,3,0,0,1,0,1,0,0,1
"918",11837,"Control",0,0,2,4,4,4,0,2,2,2,0,0,12000,6000,0,6000,1,1,0,1000,1,60,NA,4,10,5,1,1,0,0,1,0,0,3
"919",11838,"Control",0,0,32.25,1,1,0,1,1,1,0,1,1,3000,3000,0,3000,1,1,0,1000,1,85,NA,NA,NA,3,0,0,0,1,1,0,0,2
"920",11840,"Control",0,0,10.25,13,13,10,3,3,3,1,2,2,27000,9000,233.333333333333,9233.33333333333,NA,NA,NA,1000,1,75,NA,3,10,4,0,0,0,1,1,0,0,3
"921",11881,"Control",0,0,5,6,6,6,0,1,1,1,0,0,50000,50000,0,50000,2,2,0,1000,1,30,105,1,4,2,1,0,0,1,1,0,0,2
"922",11928,"Control",0,0,0,15,15,6,9,3,3,2,1,1,27000,9000,1566.66666666667,10566.6666666667,1,0,0,1000,1,10,NA,NA,NA,2,0,0,0,1,0,0,0,2
"923",11936,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1000,1,80,NA,1,5,4,0,0,1,0,1,0,0,3
"924",11964,"Control",0,0,12.25,19,19,17,2,2,2,1,1,1,34000,17000,950,17950,2,2,0,1000,1,80,85,5,4,2,0,0,1,0,1,0,0,2
"925",11973,"Control",0,0,9.75,15,15,12,3,1,1,1,0,0,30000,30000,7050,37050,NA,NA,NA,1000,1,45,NA,3,2,2,0,0,1,0,1,0,0,2
"926",11992,"Control",0,0,6,13,13,11,2,3,3,2,1,1,50000,16666.6666666667,5433.33333333333,22100,2,2,0,1000,1,NA,60,NA,NA,4,1,0,0,0,1,0,1,2
"927",12005,"Control",0,0,2,14,14,11,3,13,13,10,3,3,33300,2561.53846153846,2969.23076923077,5530.76923076923,NA,NA,NA,1000,0,30,120,1,5,5,0,0,1,0,1,0,1,2
"928",12035,"Control",0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1000,1,NA,120,NA,NA,3,1,0,0,0,1,0,0,2
"929",12046,"Control",0,0,19,14,14,12,2,2,2,1,1,1,35000,17500,400,17900,NA,NA,NA,1000,1,105,NA,2,3,4,0,0,1,0,1,0,1,2
"930",12050,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1000,1,60,NA,3,5,5,0,1,0,1,1,0,0,2
"931",12100,"Control",0,0,14.25,12,12,12,0,3,3,3,0,0,33000,11000,1166.66666666667,12166.6666666667,1,1,0,1000,1,135,NA,5,10,4,0,0,0,1,1,0,0,2
"932",12134,"Control",0,0,11.5,14,14,8,6,1,1,1,0,0,10000,10000,1600,11600,1,1,0,1000,0,110,NA,1,5,3,0,0,1,0,1,0,1,1
"933",12171,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1000,0,60,NA,2,5,5,0,0,0,1,1,0,1,2
"934",12207,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1000,1,120,NA,1,10,6,0,0,1,0,0,0,0,2
"935",12220,"Control",0,0,7.75,20,20,14,6,3,3,2,1,1,45000,15000,3500,18500,1,2,0,1000,0,110,NA,2,5,5,0,0,0,1,1,0,1,3
"936",12244,"Control",0,0,8.75,15,15,15,0,3,3,3,0,0,82000,27333.3333333333,1400,28733.3333333333,1,1,0,1000,1,60,NA,1,3,2,1,0,0,1,1,0,0,3
"937",12246,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1000,1,70,NA,1,1,3,0,0,1,0,1,0,0,2
"938",12302,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1000,1,250,NA,15,25,4,0,0,1,0,1,0,0,2
"939",12313,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1000,1,60,NA,6,10,5,0,1,0,1,1,0,0,2
"940",12361,"Control",0,0,4,6,6,3,3,1,1,1,0,0,10000,10000,5400,15400,NA,NA,NA,1000,1,75,NA,4,12,4,0,0,1,0,0,0,0,3
"941",12376,"Control",0,0,16.75,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1000,1,120,NA,4,10,4,0,0,0,1,1,0,0,2
"942",12388,"Control",0,0,5.25,9,9,9,0,2,2,2,0,0,16000,8000,1600,9600,2,2,0,1000,1,NA,180,NA,NA,4,0,0,1,0,1,0,1,3
"943",12392,"Control",0,0,1.75,2,2,2,0,1,1,1,0,0,5000,5000,0,5000,NA,NA,NA,1000,1,135,NA,7,10,2,0,1,0,0,1,0,0,2
"944",12403,"Control",0,0,5,12,12,8,4,3,3,1,2,2,30000,10000,2000,12000,NA,NA,NA,1000,0,40,NA,NA,NA,1,1,0,0,1,1,0,0,2
"945",12425,"Control",0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1000,0,110,NA,3,15,3,0,0,0,1,1,0,0,3
"946",12477,"Control",0,0,9.25,21,21,17,4,5,5,5,0,0,35000,7000,4760,11760,1,1,0,1000,1,75,NA,4,6,2,0,0,1,0,1,0,0,2
"947",12483,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1000,0,NA,90,NA,NA,3,0,0,1,0,1,0,0,2
"948",12488,"Control",0,0,3.25,6,6,4,2,2,2,1,1,1,13000,6500,2150,8650,1,0,0,1000,1,NA,60,NA,NA,4,0,0,1,0,0,0,1,2
"949",12531,"Control",0,0,17.75,14,14,10,4,1,1,0,1,1,20000,20000,0,20000,1,1,0,1000,1,110,NA,3,10,2,0,0,1,0,1,0,0,2
"950",12539,"Control",0,0,1.75,2,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1000,1,20,105,3,5,1,1,0,0,0,1,0,0,2
"951",12543,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1000,1,60,NA,10,15,3,0,0,0,1,1,0,0,3
"952",12555,"Control",0,0,0.25,3,3,2,1,1,1,1,0,0,10000,10000,0,10000,NA,NA,NA,1000,1,60,60,4,10,2,0,0,1,0,1,0,0,1
"953",12563,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1000,0,60,NA,3,10,6,0,0,0,1,1,0,0,2
"954",12569,"Control",0,0,5.5,8,8,2,6,3,3,1,2,2,20000,6666.66666666667,300,6966.66666666667,2,0,0,1000,1,60,NA,2,5,2,1,0,0,0,0,0,0,2
"955",12604,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1000,1,20,50,2,10,5,0,0,0,1,1,0,0,2
"956",12625,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1000,1,40,NA,7,10,4,1,1,0,0,1,0,0,2
"957",12627,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1000,1,NA,20,NA,NA,1,0,0,1,0,0,0,0,3
"958",12632,"Control",0,0,3.5,15,15,10,5,3,3,1,2,2,15000,5000,3233.33333333333,8233.33333333333,1,2,0,1000,1,135,85,2,10,3,0,0,1,0,1,0,0,2
"959",12662,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1000,0,60,180,2,5,2,0,0,1,0,1,0,0,1
"960",12684,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1000,1,165,NA,3,5,5,0,1,0,1,1,0,0,2
"961",12701,"Control",0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1000,1,150,NA,1,5,5,0,0,1,0,1,0,0,2
"962",12702,"Control",0,0,17.75,13,13,13,0,1,1,1,0,0,5500,5500,0,5500,1,1,0,1000,1,100,NA,1,5,3,0,0,0,1,1,0,0,2
"963",12726,"Control",0,0,7,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1000,1,120,NA,7,15,5,0,0,1,0,1,1,0,2
"964",12730,"Control",0,0,10.5,15,15,15,0,1,1,1,0,0,20000,20000,1000,21000,NA,NA,NA,1000,1,110,NA,4,10,2,0,0,0,1,1,0,0,3
"965",12750,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1000,1,90,45,6,10,4,0,0,1,0,1,0,0,2
"966",12768,"Control",0,0,5.5,7,7,1,6,1,1,0,1,1,10000,10000,0,10000,1,0,0,1000,1,55,NA,NA,NA,2,1,0,0,1,1,0,0,2
"967",12809,"Control",0,0,12.25,5,5,5,0,2,2,1,1,1,9000,4500,1700,6200,NA,NA,NA,1000,0,120,NA,6,15,5,0,0,1,0,1,0,0,2
